Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SCARNA22,0.26410735,-0.012219737,0.147064328,-0.083091103,0.9337791,0.941675073
SCARNA23,0.02557946,-0.092119108,0.536233841,-0.171789062,0.863603365,0.878929259
SCARNA27,0.043684587,-0.06505922,0.369104809,-0.176262184,0.860087969,0.875789285
SCARNA2,36.744587,-0.103148724,0.041842189,-2.465184698,0.013694264,0.015673573
SCARNA3,0.2077276,-0.323317014,0.200002893,-1.616561684,0.105972928,0.116565068
SCARNA4,0.12727906,-0.093505057,0.19554205,-0.478183882,0.632519333,0.658895881
SCARNA5,5.3643513,-0.874573482,0.052787421,-16.56783891,1.19E-61,2.91E-61
SCARNA6,3.1327083,-0.617032058,0.046951136,-13.14200491,1.89E-39,3.74E-39
SCARNA7,28.114368,0.076494377,0.055390674,1.380997397,0.167279761,0.182013182
SCARNA8,0.14834052,-0.24717703,0.187369005,-1.319199139,0.187102546,0.202996042
SCARNA9L,1.9625036,0.039026784,0.068337738,0.571086849,0.567940773,0.594178119
SCARNA9,33.41694,-1.106929803,0.04217898,-26.24363601,8.45E-152,4.18E-151
SCCPDH,3600.9192,-0.575976252,0.023439957,-24.5724113,2.49E-133,1.08E-132
SCD5,4744.662,1.25839112,0.046839908,26.86578985,5.52E-159,2.87E-158
SCD,27030.69,0.138141408,0.035889008,3.849128584,0.000118539,0.000144355
SCEL,931.7881,1.254873272,0.081295772,15.43589838,9.39E-54,2.13E-53
SCFD1,2037.9192,-0.094248506,0.010634491,-8.862530982,7.82E-19,1.22E-18
SCFD2,764.27454,0.064672914,0.013202299,4.898609884,9.65E-07,1.23E-06
SCG2,3467.71,-2.136564593,0.068195472,-31.33000687,1.82E-215,1.38E-214
SCG3,1911.6725,1.887103646,0.083679937,22.55144673,1.30E-112,4.83E-112
SCG5,1382.9891,-1.177656039,0.055539931,-21.20377218,8.81E-100,2.96E-99
SCGB1A1,535.52423,-1.165510271,0.134678424,-8.654023679,4.97E-18,7.66E-18
SCGB1C1,1.4852355,-2.815222061,0.145044943,-19.40930864,6.44E-84,1.90E-83
SCGB1D1,5.5076165,-5.187911239,0.260202006,-19.93801402,1.90E-88,5.82E-88
SCGB1D2,998.92413,-8.071907151,0.099913356,-80.78907074,0,0
SCGB1D4,9.716447,-6.058623183,0.257985762,-23.48433156,5.90E-122,2.35E-121
SCGB2A1,1028.5989,-5.266452499,0.089079712,-59.12067262,0,0
SCGB2A2,3241.657,-10.43333436,0.178828756,-58.34259878,0,0
SCGB3A1,803.016,-1.678245351,0.074987213,-22.38042038,6.11E-111,2.24E-110
SCGB3A2,622.9584,-1.02226749,0.152314198,-6.711570568,1.93E-11,2.69E-11
SCGBL,1.671794,-1.01173127,0.053036209,-19.07623668,3.98E-81,1.14E-80
SCGN,247.80049,-2.306924698,0.091981944,-25.08019076,8.18E-139,3.68E-138
SCHIP1,1156.9271,0.532620688,0.035715101,14.91303878,2.71E-50,5.96E-50
SCIN,1347.6643,-0.912159674,0.048603522,-18.7673576,1.40E-78,3.94E-78
SCLT1,403.42447,0.146648438,0.015173269,9.664920564,4.25E-22,6.91E-22
SCLY,783.7375,-0.096086158,0.018933513,-5.074925036,3.88E-07,5.00E-07
SCMH1,2000.2062,-0.637859234,0.014858802,-42.92804043,0,0
SCML1,560.2753,0.485601742,0.02604933,18.64162118,1.48E-77,4.13E-77
SCML2,167.83624,-0.267347247,0.033856391,-7.896507544,2.87E-15,4.25E-15
SCML4,112.337975,-0.414088775,0.041982988,-9.863251559,6.01E-23,9.86E-23
SCN10A,0.7328819,-1.103115947,0.092633813,-11.9083509,1.07E-32,1.97E-32
SCN11A,22.32253,-0.69145517,0.040299132,-17.158066,5.47E-66,1.39E-65
SCN1A,123.676,1.720837327,0.09325578,18.45287586,4.94E-76,1.37E-75
SCN1B,510.34088,-0.934901627,0.032447973,-28.81232729,1.50E-182,9.14E-182
SCN2A,262.51654,0.560577842,0.059305699,9.452343573,3.31E-21,5.33E-21
SCN2B,183.83022,0.193764529,0.060591757,3.197869459,0.001384469,0.001633521
SCN3A,359.7072,1.716457814,0.060311506,28.4598734,3.68E-178,2.18E-177
SCN3B,532.98096,0.357090202,0.058294363,6.125638681,9.03E-10,1.22E-09
SCN4A,129.14868,-2.186887538,0.052471091,-41.67795039,0,0
SCN4B,674.61536,-0.283457741,0.042710694,-6.636692517,3.21E-11,4.46E-11
SCN5A,73.46471,-0.153497612,0.048296025,-3.178265966,0.001481588,0.001746592
SCN7A,158.68279,-1.011525592,0.065706669,-15.39456518,1.78E-53,4.03E-53
SCN8A,148.90019,0.34170499,0.039150786,8.727921699,2.59E-18,4.02E-18
SCN9A,319.7245,0.322918419,0.04955768,6.516011556,7.22E-11,9.97E-11
SCNM1,1273.3247,-0.186910355,0.014840709,-12.59443593,2.27E-36,4.34E-36
SCNN1A,6411.9155,-0.072958295,0.049440132,-1.475689722,0.140027206,0.152973487
SCNN1B,921.3418,0.249134649,0.059286111,4.202243035,2.64E-05,3.27E-05
SCNN1D,251.81374,0.165309012,0.034730206,4.759805096,1.94E-06,2.46E-06
SCNN1G,572.4163,-0.712763531,0.067058891,-10.62891916,2.19E-26,3.74E-26
SCO1,1011.35376,0.000316679,0.012007905,0.02637253,0.978960204,0.980790847
SCO2,1484.9651,0.215081922,0.019238673,11.17966492,5.13E-29,9.05E-29
SCOC,3296.6753,-0.20808984,0.016069981,-12.94897855,2.38E-38,4.66E-38
SCP2,6988.384,-0.431165023,0.019595067,-22.00375325,2.65E-107,9.46E-107
SCPEP1,4868.9463,0.084871043,0.025657316,3.307869103,0.000940087,0.001115991
SCRG1,569.17535,1.030479305,0.082708565,12.45916079,1.25E-35,2.37E-35
SCRIB,5357.027,0.370422411,0.018015655,20.56114032,6.12E-94,1.95E-93
SCRN1,5146.3745,0.166297623,0.028127692,5.912238443,3.37E-09,4.52E-09
SCRN2,1638.3335,-0.71747291,0.020274871,-35.38729825,2.68E-274,2.89E-273
SCRN3,682.2386,0.139530451,0.014329317,9.737410972,2.09E-22,3.41E-22
SCRT1,95.2385,1.565868812,0.081779639,19.14741655,1.02E-81,2.94E-81
SCRT2,21.691853,1.414844721,0.139815427,10.11937491,4.53E-24,7.54E-24
SCTR,121.41156,-1.185719153,0.081301466,-14.58422841,3.54E-48,7.63E-48
SCT,17.359426,0.330697663,0.053095179,6.228393361,4.71E-10,6.41E-10
SCUBE1,241.46228,-1.966541596,0.050620498,-38.84872052,0,0
SCUBE2,2535.1846,-2.034019465,0.054285591,-37.46886444,2.96E-307,3.82E-306
SCUBE3,322.9368,-0.870954133,0.049419478,-17.62370151,1.62E-69,4.23E-69
SCXB,61.087883,-1.578487703,0.050557523,-31.22161883,5.42E-214,4.07E-213
SCYL1,4717.1577,-0.252126675,0.010772504,-23.40464861,3.83E-121,1.52E-120
SCYL2,1998.7927,0.342474776,0.015760386,21.7301001,1.07E-104,3.73E-104
SCYL3,742.0489,-0.136868705,0.013585995,-10.07424987,7.18E-24,1.19E-23
SDAD1,1959.084,-0.002277946,0.010196287,-0.223409377,0.823216907,0.842585743
SDC1,20438.273,1.195788698,0.039057697,30.6159551,7.51E-206,5.30E-205
SDC2,5824.959,-1.78856215,0.033119671,-54.00301713,0,0
SDC3,8475.265,-0.250686563,0.031019669,-8.081535804,6.40E-16,9.55E-16
SDC4P,0.11410326,-0.269029303,0.205027954,-1.312159136,0.189466447,0.205516937
SDC4,15411.148,-0.090046122,0.029227811,-3.080836996,0.002064196,0.002425684
SDCBP2,1104.1215,1.959973844,0.037926577,51.67811092,0,0
SDCBP,10488.596,-0.524780804,0.021196613,-24.75776655,2.56E-135,1.12E-134
SDCCAG1,1743.4425,0.123278362,0.013364552,9.22427937,2.85E-20,4.53E-20
SDCCAG3,1554.763,0.215122813,0.012794946,16.81310768,1.96E-63,4.85E-63
SDCCAG8,1095.0336,-0.20517196,0.01308262,-15.68278869,1.98E-55,4.57E-55
SDF2L1,1441.0938,-0.360611497,0.023120539,-15.59701922,7.63E-55,1.75E-54
SDF2,1990.1141,-0.218282741,0.011557777,-18.88622224,1.48E-79,4.20E-79
SDF4,7589.7266,-0.117505996,0.012067624,-9.7372938,2.09E-22,3.41E-22
SDHAF1,632.43616,-0.208982676,0.014718556,-14.19858558,9.35E-46,1.96E-45
SDHAF2,1589.8678,-0.127218174,0.00970989,-13.10191717,3.21E-39,6.33E-39
SDHAP1,425.76724,0.177880572,0.01832893,9.704907748,2.87E-22,4.68E-22
SDHAP2,477.48907,0.28642591,0.020354235,14.07205454,5.64E-45,1.18E-44
SDHAP3,385.26685,-0.685306001,0.023952565,-28.61096555,4.91E-180,2.94E-179
SDHA,7138.3457,-0.106799613,0.017562204,-6.081219213,1.19E-09,1.61E-09
SDHB,3322.0925,-0.011370497,0.013698984,-0.830024806,0.406524759,0.430997113
SDHC,4857.1597,-0.199312724,0.013531793,-14.72921754,4.19E-49,9.10E-49
SDHD,3955.7341,-0.017449865,0.016159865,-1.079827378,0.280219057,0.30062601
SDK1,1223.1456,0.061010581,0.038829894,1.57122709,0.11612991,0.127420578
SDK2,635.0742,0.385446906,0.043623436,8.835775942,9.94E-19,1.55E-18
SDPR,1674.5923,-1.265458349,0.039675014,-31.89559951,3.07E-223,2.45E-222
SDR16C5,637.7979,1.324728936,0.070051822,18.91069929,9.31E-80,2.65E-79
SDR39U1,1587.9382,-0.446480239,0.015724878,-28.3932395,2.45E-177,1.44E-176
SDR42E1,324.57837,0.746690096,0.039516935,18.89544563,1.24E-79,3.53E-79
SDR9C7,32.224674,3.845818769,0.101917275,37.73470964,0,0
SDSL,952.7251,-1.121730854,0.026039776,-43.07759177,0,0
SDS,1360.8778,-2.18263091,0.050112942,-43.55423628,0,0
SEBOX,0.5864714,-0.485846571,0.09589259,-5.066570547,4.05E-07,5.22E-07
SEC11A,5065.397,-0.348163192,0.01047217,-33.24651724,2.29E-242,2.05E-241
SEC11C,2885.2666,-0.926060045,0.024436338,-37.89684164,0,0
SEC13,5028.9067,-0.141712678,0.012248958,-11.56936615,5.89E-31,1.06E-30
SEC14L1,4859.3457,-0.377916435,0.01809637,-20.88354935,7.56E-97,2.47E-96
SEC14L2,2182.417,-0.662819451,0.03807676,-17.407454,7.24E-68,1.87E-67
SEC14L3,7.28455,-2.869608559,0.11785072,-24.3495208,5.87E-131,2.50E-130
SEC14L4,76.241905,-0.590514239,0.065911399,-8.959212636,3.27E-19,5.12E-19
SEC14L5,112.17613,0.494486657,0.047576123,10.39358873,2.65E-25,4.48E-25
SEC16A,7438.433,-0.064270755,0.014407878,-4.460806502,8.17E-06,1.02E-05
SEC16B,709.56775,-0.30055707,0.035391081,-8.49245234,2.02E-17,3.09E-17
SEC1,20.205961,0.613089545,0.02828929,21.67214329,3.76E-104,1.31E-103
SEC22A,742.2703,0.059190488,0.010320841,5.735045003,9.75E-09,1.29E-08
SEC22B,2976.1892,-0.448766352,0.013160406,-34.09973449,7.44E-255,7.27E-254
SEC22C,1179.0846,-0.631768241,0.014999732,-42.11863588,0,0
SEC23A,2877.2388,0.144636309,0.017567611,8.233123294,1.82E-16,2.75E-16
SEC23B,3927.9429,0.120137044,0.013712136,8.761366288,1.93E-18,2.99E-18
SEC23IP,2161.7815,0.054566926,0.01381807,3.948954127,7.85E-05,9.60E-05
SEC24A,1923.9718,0.129442937,0.016867198,7.67424056,1.66E-14,2.44E-14
SEC24B,2197.0356,0.048911532,0.012468112,3.9229302,8.75E-05,0.000106876
SEC24C,6275.2446,-0.030500984,0.009206517,-3.312977581,0.000923084,0.001096189
SEC24D,2895.6138,-0.060316193,0.020786065,-2.901761042,0.003710715,0.004325838
SEC31A,9146.568,-0.260831007,0.011870335,-21.97334857,5.18E-107,1.85E-106
SEC31B,405.5196,-0.450405371,0.032581034,-13.82415812,1.82E-43,3.75E-43
SEC61A1,19844.957,-0.064592643,0.011342358,-5.694816147,1.24E-08,1.64E-08
SEC61A2,383.1207,0.089449222,0.022232314,4.023387768,5.74E-05,7.04E-05
SEC61B,3568.4116,-0.369529698,0.014931574,-24.74820732,3.24E-135,1.42E-134
SEC61G,3417.4778,-0.05947001,0.024316805,-2.44563423,0.014459761,0.016526485
SEC62,7963.606,-0.147167626,0.014862893,-9.901681293,4.09E-23,6.73E-23
SEC63,5060.897,-0.325603774,0.013276503,-24.52481458,8.03E-133,3.46E-132
SECISBP2L,2833.8225,-0.364975786,0.021202669,-17.21367191,2.10E-66,5.33E-66
SECISBP2,2040.6052,-0.196842519,0.011904763,-16.53477072,2.06E-61,5.02E-61
SECTM1,1355.2152,0.267579577,0.034053436,7.857638156,3.91E-15,5.78E-15
SEH1L,1980.9218,0.274880721,0.011685706,23.52281738,2.38E-122,9.54E-122
SEL1L2,2.1203108,-2.79180251,0.088082162,-31.69543589,1.80E-220,1.41E-219
SEL1L3,4569.125,0.442328745,0.031349524,14.10958425,3.32E-45,6.92E-45
SEL1L,6238.6245,-0.264540523,0.017001087,-15.5602126,1.36E-54,3.10E-54
SELENBP1,5441.9536,-0.184865382,0.037942562,-4.872243051,1.10E-06,1.41E-06
SELE,358.085,-0.177709671,0.049839681,-3.565626183,0.000362988,0.000435659
SELK,1443.4713,-0.250845138,0.014634221,-17.14099752,7.34E-66,1.86E-65
SELL,1238.8098,-0.107975915,0.044025417,-2.452581306,0.014183532,0.016216237
SELM,2532.1096,-0.849542098,0.030081803,-28.24106312,1.83E-175,1.06E-174
SELO,1312.2156,-0.214712461,0.018920264,-11.34828034,7.56E-30,1.35E-29
SELPLG,1371.6676,-0.418704944,0.029358232,-14.26192625,3.78E-46,7.98E-46
SELP,313.55618,-0.661070747,0.042259419,-15.64315758,3.70E-55,8.49E-55
SELS,2613.8613,-0.04615871,0.013442214,-3.433862258,0.000595046,0.000710198
SELT,4658.5815,0.020339763,0.013773356,1.476747102,0.139743441,0.152671678
SELV,9.271824,-2.086822548,0.097358662,-21.43437985,6.39E-102,2.18E-101
SEMA3A,384.43185,0.508450691,0.04329378,11.74419728,7.56E-32,1.38E-31
SEMA3B,2003.9373,-0.371241761,0.036805858,-10.08648577,6.34E-24,1.05E-23
SEMA3C,3602.241,0.089116164,0.039737014,2.242648737,0.024919475,0.028210386
SEMA3D,386.77316,-0.549781718,0.048043808,-11.44334183,2.54E-30,4.54E-30
SEMA3E,314.02646,-1.453721901,0.058899975,-24.68119734,1.70E-134,7.41E-134
SEMA3F,3349.337,0.189789603,0.030345776,6.254234631,3.99E-10,5.44E-10
SEMA3G,738.2225,-1.263491201,0.032773663,-38.55202909,0,0
SEMA4A,1691.129,-0.014881819,0.028625766,-0.519874951,0.603150735,0.629591151
SEMA4B,6890.132,1.094116228,0.023634895,46.29240994,0,0
SEMA4C,2668.263,-0.22966198,0.018749595,-12.24890349,1.70E-34,3.19E-34
SEMA4D,2195.4287,-0.034002298,0.020970792,-1.621412225,0.104929261,0.115429557
SEMA4F,620.5397,-0.052966927,0.019787497,-2.676787572,0.007433175,0.008592551
SEMA4G,1131.6578,0.711050254,0.037573156,18.92442205,7.18E-80,2.04E-79
SEMA5A,2344.6985,0.321370549,0.035575139,9.03357111,1.66E-19,2.61E-19
SEMA5B,730.2963,-1.05821751,0.050540238,-20.93811891,2.41E-97,7.93E-97
SEMA6A,2238.9343,-0.179722208,0.037152884,-4.837368965,1.32E-06,1.68E-06
SEMA6B,958.52234,0.009285517,0.031351201,0.296177403,0.767094605,0.789962485
SEMA6C,591.226,-0.499355941,0.028770558,-17.35649108,1.76E-67,4.52E-67
SEMA6D,669.06213,0.132146865,0.039947756,3.307992199,0.000939674,0.00111563
SEMA7A,903.27216,0.28087712,0.034494515,8.142660346,3.87E-16,5.79E-16
SEMG1,122.088264,-2.779101889,0.154582495,-17.97811513,2.89E-72,7.73E-72
SEMG2,69.021774,-4.377115506,0.166056729,-26.35915771,4.03E-153,2.01E-152
SENP1,993.4056,0.271701948,0.013044199,20.82933197,2.35E-96,7.65E-96
SENP2,1747.0704,0.313381234,0.014099486,22.22642944,1.91E-109,6.93E-109
SENP3,2251.2437,0.09660779,0.011131058,8.679120214,3.99E-18,6.16E-18
SENP5,1782.2864,0.298405456,0.012400725,24.06354863,6.02E-128,2.51E-127
SENP6,3081.5369,-0.108955987,0.012494152,-8.720558485,2.77E-18,4.28E-18
SENP7,813.688,-0.310787281,0.017696522,-17.56205437,4.81E-69,1.25E-68
SENP8,123.80386,-0.330440294,0.016204924,-20.39135075,2.00E-92,6.29E-92
Sep-15,6745.0137,-0.146064135,0.012663785,-11.53400317,8.89E-31,1.60E-30
SEPHS1,2541.79,-0.12002689,0.012906739,-9.299551955,1.41E-20,2.25E-20
SEPHS2,6110.183,-0.563391261,0.023173246,-24.31214219,1.46E-130,6.19E-130
SEPN1,7792.166,-0.24657449,0.015929431,-15.47917788,4.80E-54,1.09E-53
SEPP1,19348.979,-1.115996047,0.036679069,-30.42596409,2.49E-203,1.73E-202
SEPSECS,766.9035,-0.414474266,0.01851642,-22.38414674,5.62E-111,2.06E-110
Sep-10,2759.2075,0.415169777,0.01981663,20.9505737,1.85E-97,6.11E-97
Sep-11,5025.894,0.093945718,0.017853996,5.26188744,1.43E-07,1.86E-07
Sep-12,2.6139784,-1.305317483,0.071200444,-18.33299628,4.51E-75,1.24E-74
Sep-14,6.3813853,-2.100309768,0.12945495,-16.22425222,3.40E-59,8.12E-59
Sep-01,527.9142,-1.158713563,0.034184344,-33.89603039,7.62E-252,7.28E-251
Sep-02,18159.207,0.075389089,0.012356506,6.101165603,1.05E-09,1.42E-09
Sep-03,1464.6951,1.102172206,0.051908212,21.23309886,4.72E-100,1.59E-99
Sep-04,1161.0294,-0.077507581,0.039940801,-1.94056151,0.052311487,0.058453022
Sep-05,1852.1471,0.023725698,0.032711399,0.725303698,0.468265737,0.493934104
Sep-06,2528.99,-1.208895606,0.026060028,-46.38888316,0,0
SEPT7L,2.734722,-0.270374823,0.020919766,-12.92437151,3.28E-38,6.40E-38
SEPT7P2,317.69034,-0.400626921,0.016083202,-24.90964976,5.85E-137,2.59E-136
Sep-07,7231.8916,0.09017542,0.015706738,5.741193462,9.40E-09,1.25E-08
Sep-08,3949.2068,0.462443786,0.019407024,23.82868124,1.68E-125,6.90E-125
Sep-09,16264.265,-0.022380009,0.014122811,-1.584670967,0.113041112,0.124105047
SEPW1,7971.5137,-0.092727783,0.018848529,-4.919629615,8.67E-07,1.11E-06
SEPX1,2146.6501,-0.182736402,0.02418374,-7.556167887,4.15E-14,6.04E-14
SERAC1,511.70456,0.081142796,0.015019786,5.402393777,6.58E-08,8.61E-08
SERBP1,13489.063,0.242081645,0.010780466,22.45558254,1.13E-111,4.16E-111
SERF1A,1187.8779,-0.152578647,0.015774054,-9.672760711,3.94E-22,6.40E-22
SERF2,22042.36,-0.578795572,0.016711469,-34.63463155,7.61E-263,7.74E-262
SERGEF,859.4674,-0.782796037,0.019897368,-39.34168807,0,0
SERHL2,242.99594,-2.492055516,0.041201114,-60.4851494,0,0
SERHL,356.6842,-0.950928461,0.026984579,-35.23969966,4.93E-272,5.26E-271
SERINC1,11169.307,-0.390380889,0.019726174,-19.7899955,3.63E-87,1.10E-86
SERINC2,9316.394,0.497194916,0.034911183,14.24170939,5.05E-46,1.06E-45
SERINC3,5038.814,0.224067629,0.013617519,16.4543652,7.80E-61,1.89E-60
SERINC4,18.943228,-0.020312986,0.02932693,-0.692639372,0.488535896,0.514648779
SERINC5,623.7379,0.843672052,0.031739506,26.58113377,1.12E-155,5.70E-155
SERP1,9681.902,-0.017501078,0.014420746,-1.213604231,0.224898891,0.242761069
SERP2,163.32774,0.298758248,0.03750311,7.966225956,1.64E-15,2.43E-15
SERPINA10,638.29596,-4.981287535,0.120334204,-41.39544171,0,0
SERPINA11,556.1586,-6.031109251,0.105575452,-57.12605647,0,0
SERPINA12,8.36623,-1.316334393,0.10277952,-12.80736079,1.49E-37,2.89E-37
SERPINA13,0.14482254,-0.043385348,0.206699883,-0.209895369,0.833749337,0.852038086
SERPINA1,86132.97,-3.097696603,0.059481464,-52.07835163,0,0
SERPINA3,21986.07,-2.273542553,0.062167228,-36.57140011,8.15E-293,9.60E-292
SERPINA4,839.0094,-2.593583994,0.111587725,-23.24255633,1.69E-119,6.64E-119
SERPINA5,3382.1191,-4.105018094,0.066009342,-62.18844155,0,0
SERPINA6,1803.5043,-5.458320008,0.10245605,-53.27474573,0,0
SERPINA7,477.76584,-6.099024155,0.165620653,-36.82526341,7.28E-297,8.78E-296
SERPINA9,13.459808,-0.108245418,0.085005316,-1.273395858,0.202877607,0.21979487
SERPINB10,7.7627363,-0.233998419,0.123593865,-1.893285068,0.05831997,0.065055957
SERPINB11,55.98857,0.960162211,0.143571298,6.687703076,2.27E-11,3.16E-11
SERPINB12,11.814609,2.65532759,0.148662624,17.86143364,2.36E-71,6.25E-71
SERPINB13,959.797,3.376056164,0.129253964,26.11955602,2.19E-150,1.07E-149
SERPINB1,4634.433,1.271635816,0.02795374,45.49072187,0,0
SERPINB2,654.4449,2.983457455,0.079570088,37.49471125,1.12E-307,1.45E-306
SERPINB3,2396.6323,2.894741813,0.116407853,24.86723818,1.68E-136,7.44E-136
SERPINB4,931.6024,2.655231372,0.115100466,23.06881514,9.52E-118,3.68E-117
SERPINB5,3278.159,3.432705305,0.075929597,45.20905467,0,0
SERPINB6,5776.8228,-0.164930426,0.018437335,-8.945459196,3.70E-19,5.80E-19
SERPINB7,185.23338,2.420932745,0.078252214,30.93756235,3.73E-210,2.72E-209
SERPINB8,744.978,0.676106778,0.024414946,27.692331,8.64E-169,4.78E-168
SERPINB9,1217.3802,-0.001562169,0.027343716,-0.057130831,0.954440977,0.960289788
SERPINC1,7935.0474,-11.12552071,0.09531958,-116.7181049,0,0
SERPIND1,2685.2378,-6.190452136,0.086237474,-71.78378309,0,0
SERPINE1,7164.578,0.494464485,0.042432416,11.65298916,2.22E-31,4.02E-31
SERPINE2,9038.192,-0.933610878,0.046108059,-20.24832333,3.68E-91,1.15E-90
SERPINE3,1.5494598,-0.01680107,0.056749312,-0.296057688,0.767186026,0.790002545
SERPINF1,8793.094,-1.341101677,0.039553904,-33.90567133,5.50E-252,5.26E-251
SERPINF2,4578.168,-4.458375748,0.057518194,-77.51244266,0,0
SERPING1,21561.791,-1.59688443,0.034679271,-46.04723138,0,0
SERPINH1,12385.717,-0.157369206,0.02551029,-6.168852099,6.88E-10,9.33E-10
SERPINI1,656.8496,-0.687823204,0.036617426,-18.78404046,1.02E-78,2.88E-78
SERPINI2,15.2989235,-0.738958433,0.094209364,-7.843789615,4.37E-15,6.45E-15
SERTAD1,1179.7579,-0.109773551,0.021025255,-5.221033081,1.78E-07,2.31E-07
SERTAD2,2364.9783,0.10375188,0.018022398,5.75682978,8.57E-09,1.14E-08
SERTAD3,1394.1742,-0.386243586,0.01702014,-22.69332629,5.21E-114,1.95E-113
SERTAD4,231.61746,-0.148301593,0.041378181,-3.58405297,0.000338303,0.000406415
SESN1,1644.406,-0.033492315,0.021741916,-1.540449123,0.123450915,0.13532209
SESN2,1155.9333,-0.030485763,0.017682593,-1.72405507,0.084697902,0.093695098
SESN3,468.4171,0.958052419,0.034013687,28.16667376,1.50E-174,8.64E-174
SESTD1,2016.1467,-0.197357203,0.021813636,-9.047423559,1.46E-19,2.31E-19
SETBP1,958.89307,-0.304168192,0.028139304,-10.80937174,3.11E-27,5.37E-27
SETD1A,2300.216,0.014907002,0.011059031,1.347948212,0.17767504,0.193035175
SETD1B,2250.712,0.011031816,0.012897285,0.855359537,0.392352137,0.41657873
SETD2,3690.369,-0.059637349,0.012496394,-4.772364781,1.82E-06,2.31E-06
SETD3,3294.46,-0.293613358,0.012358394,-23.75821237,9.04E-125,3.68E-124
SETD4,694.89655,-0.096156567,0.012633875,-7.611011699,2.72E-14,3.97E-14
SETD5,4665.759,0.150289822,0.013630255,11.02619329,2.86E-28,4.99E-28
SETD6,659.2926,-0.101996267,0.01216748,-8.382694157,5.17E-17,7.85E-17
SETD7,4003.705,0.001798686,0.02170719,0.08286129,0.933961834,0.941779543
SETD8,1941.0219,0.246056484,0.0132231,18.60807924,2.76E-77,7.71E-77
SETDB1,2272.4536,-0.203753687,0.01202005,-16.95115198,1.89E-64,4.73E-64
SETDB2,733.31055,-0.425497935,0.017138791,-24.82660086,4.63E-136,2.04E-135
SETMAR,733.5276,-0.629845517,0.017046528,-36.94860914,7.67E-299,9.36E-298
SETX,4151.038,0.026251229,0.014127941,1.858107229,0.063153788,0.070317089
SET,13352.5625,0.154232375,0.01043538,14.7797566,1.98E-49,4.31E-49
SEZ6L2,4089.5444,-0.576501606,0.037317542,-15.44854169,7.72E-54,1.75E-53
SEZ6L,455.13928,1.492223274,0.083137323,17.94889742,4.90E-72,1.31E-71
SEZ6,347.47763,1.553497743,0.088980969,17.45876413,2.95E-68,7.64E-68
SF1,10152.808,0.050844541,0.007704799,6.599074124,4.14E-11,5.74E-11
SF3A1,6470.504,0.076109682,0.01000603,7.606381569,2.82E-14,4.11E-14
SF3A2,3641.2373,0.152970593,0.016023674,9.546536831,1.34E-21,2.17E-21
SF3A3,3710.2483,-0.032348601,0.009747309,-3.318721218,0.000904307,0.001074266
SF3B14,2947.561,0.087117226,0.011382432,7.653656809,1.95E-14,2.86E-14
SF3B1,12618.312,-0.002092305,0.010524649,-0.198800408,0.842418877,0.860293234
SF3B2,10959.538,0.037932083,0.009150773,4.145232459,3.39E-05,4.19E-05
SF3B3,8370.066,0.347376347,0.01106889,31.38312357,3.44E-216,2.61E-215
SF3B4,4732.394,0.023934285,0.013053129,1.833605167,0.066712625,0.07419438
SF3B5,3701.3027,-0.145095734,0.01540635,-9.417917723,4.60E-21,7.39E-21
SF4,1429.5543,-0.264951453,0.011042965,-23.99278314,3.31E-127,1.37E-126
SFI1,993.82477,-0.265494727,0.016186146,-16.40259088,1.83E-60,4.43E-60
SFMBT1,610.3359,0.206206742,0.016615377,12.4105967,2.29E-35,4.33E-35
SFMBT2,185.77553,-0.344703273,0.034058261,-10.12098857,4.46E-24,7.42E-24
SFN,18171.367,2.433929282,0.059783256,40.71255842,0,0
SFPQ,10192.75,0.134426105,0.009834938,13.66822113,1.57E-42,3.20E-42
SFRP1,3724.352,-1.734132159,0.055862983,-31.04259865,1.44E-211,1.06E-210
SFRP2,6914.1035,0.092364849,0.055766018,1.656292723,0.097662553,0.107680039
SFRP4,3182.4277,-0.573519797,0.049392659,-11.61143789,3.61E-31,6.52E-31
SFRP5,170.84239,-1.2811355,0.075534768,-16.96087168,1.60E-64,4.01E-64
SFRS11,5596.396,-0.096763861,0.013617442,-7.105876494,1.20E-12,1.70E-12
SFRS12IP1,1359.9213,0.139120244,0.01447975,9.607917688,7.40E-22,1.20E-21
SFRS12,2627.588,-0.158378037,0.013040546,-12.14504603,6.09E-34,1.14E-33
SFRS13A,3340.9124,0.050556065,0.010069918,5.020503999,5.15E-07,6.63E-07
SFRS13B,126.809,-0.189591756,0.037016478,-5.121820494,3.03E-07,3.91E-07
SFRS14,3178.4946,-0.184517442,0.016346086,-11.28817298,1.50E-29,2.66E-29
SFRS15,2008.6508,0.133280223,0.011265643,11.83068038,2.71E-32,4.96E-32
SFRS16,1359.5066,-0.146581217,0.014511601,-10.10096802,5.47E-24,9.09E-24
SFRS17A,2179.0242,-0.155295696,0.014217846,-10.92258961,8.99E-28,1.56E-27
SFRS18,3493.5964,-0.260786865,0.018224566,-14.30963412,1.91E-46,4.03E-46
SFRS1,9068.015,0.152451442,0.00857575,17.77703854,1.06E-70,2.81E-70
SFRS2B,2586.9106,-0.151541885,0.013125738,-11.5453993,7.79E-31,1.40E-30
SFRS2IP,4812.7163,0.145079521,0.013798502,10.51415018,7.43E-26,1.26E-25
