Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ACLY,9135.332,-0.054004532,0.016759598,-3.222304801,0.001271638,0.001503093
ACMSD,419.44128,-6.053432999,0.113526812,-53.32161521,0,0
ACN9,582.3927,0.066772717,0.019649768,3.398142783,0.00067845,0.000808272
ACO1,3121.1533,-0.457179871,0.021142245,-21.62399858,1.07E-103,3.70E-103
ACO2,8223.893,-0.063626208,0.016808339,-3.785395249,0.000153464,0.000186352
ACOT11,670.1653,1.104389158,0.033773646,32.69973176,1.58E-234,1.34E-233
ACOT12,92.1217,-8.256532116,0.126692276,-65.16997236,0,0
ACOT13,1663.2047,-0.289481313,0.015634056,-18.51607284,1.53E-76,4.25E-76
ACOT1,1104.8911,-1.188000197,0.025337363,-46.88728571,0,0
ACOT2,768.1364,-0.661603164,0.021292478,-31.0721543,5.73E-212,4.24E-211
ACOT4,264.7649,-1.001148323,0.029205585,-34.27934536,1.59E-257,1.58E-256
ACOT6,9.025717,-2.160796644,0.044625148,-48.42105323,0,0
ACOT7,2466.1755,0.320868031,0.024506728,13.09305871,3.61E-39,7.11E-39
ACOT8,1152.7225,-0.102228287,0.015379261,-6.647151967,2.99E-11,4.16E-11
ACOT9,1228.4348,0.097066592,0.015075282,6.43879092,1.20E-10,1.65E-10
ACOX1,4429.8228,0.059600284,0.019119437,3.117261412,0.001825396,0.002148164
ACOX2,787.51337,-1.741764679,0.042759989,-40.73351584,0,0
ACOX3,999.08673,-0.111016792,0.016138676,-6.878928228,6.03E-12,8.48E-12
ACOXL,47.769783,-0.421177633,0.052717916,-7.989269399,1.36E-15,2.02E-15
ACP1,3756.7988,-0.055771299,0.010623394,-5.24985697,1.52E-07,1.98E-07
ACP2,2794.7678,-0.44033428,0.013937308,-31.5939261,4.47E-219,3.47E-218
ACP5,3745.5798,-0.651472789,0.036388645,-17.90318893,1.11E-71,2.96E-71
ACP6,816.1436,-0.287711578,0.020875623,-13.78217954,3.26E-43,6.68E-43
ACPL2,1016.2188,0.128684525,0.022150215,5.809628784,6.26E-09,8.34E-09
ACPP,11454.262,-5.166766757,0.072478436,-71.28695154,0,0
ACPT,1.6728772,-0.463790609,0.077329421,-5.997595745,2.00E-09,2.69E-09
ACRBP,111.254425,-0.646047928,0.029620249,-21.81102306,1.82E-105,6.41E-105
ACRC,59.81249,-0.36429157,0.026595944,-13.69726051,1.05E-42,2.15E-42
ACRV1,7.4513855,0.216280053,0.040406966,5.35254379,8.67E-08,1.13E-07
ACR,11.400583,-0.858428513,0.035755046,-24.0085976,2.26E-127,9.39E-127
ACSBG1,218.61525,0.97108884,0.056687085,17.13068941,8.76E-66,2.22E-65
ACSBG2,4.25027,-0.624397163,0.041263915,-15.13179655,9.99E-52,2.22E-51
ACSF2,1668.3286,-0.713355615,0.028223562,-25.27518008,5.99E-141,2.73E-140
ACSF3,1073.4053,-0.126524481,0.01585449,-7.980356228,1.46E-15,2.17E-15
ACSL1,7228.2705,-1.340445063,0.031876913,-42.05065514,0,0
ACSL3,5472.0107,-0.230468669,0.019862839,-11.60300745,3.98E-31,7.19E-31
ACSL4,3899.747,-0.28994041,0.026808846,-10.81510244,2.92E-27,5.05E-27
ACSL5,3866.0615,1.14361567,0.037430999,30.55263543,5.22E-205,3.66E-204
ACSL6,205.82317,1.39744655,0.056369009,24.79104354,1.12E-135,4.91E-135
ACSM1,322.2714,-4.507437449,0.061547926,-73.23459496,0,0
ACSM2A,1855.7664,-10.73007027,0.135750545,-79.04255785,0,0
ACSM2B,1391.7545,-11.07820696,0.156643126,-70.72258603,0,0
ACSM3,733.27075,-0.914747098,0.047597917,-19.21821705,2.61E-82,7.57E-82
ACSM4,0.27855635,-0.573120527,0.151628087,-3.77977814,0.000156968,0.000190539
ACSM5,462.07376,-2.723081206,0.063231653,-43.06515932,0,0
ACSS1,2897.6973,-0.014773976,0.025228458,-0.585607576,0.558139256,0.584705007
ACSS2,3051.9773,0.225592599,0.022657165,9.956788392,2.36E-23,3.88E-23
ACSS3,708.0737,-2.523046878,0.043018499,-58.65027642,0,0
ACTA1,478.48004,0.48397206,0.073072858,6.623143964,3.52E-11,4.89E-11
ACTA2,17563.611,-0.980893837,0.036927021,-26.56303733,1.82E-155,9.21E-155
ACTBL2,13.00551,0.040278134,0.064645253,0.623064055,0.533242429,0.559573353
ACTB,233890.72,0.209300405,0.013726794,15.24758113,1.71E-52,3.83E-52
ACTC1,449.1797,0.743624744,0.070061117,10.61394366,2.57E-26,4.39E-26
ACTG1,162829.98,0.211799812,0.013495786,15.69377408,1.67E-55,3.84E-55
ACTG2,7842.13,-0.784410782,0.062399497,-12.57078704,3.06E-36,5.84E-36
ACTL6A,2644.3064,0.709564003,0.017126001,41.43197139,0,0
ACTL6B,98.97221,1.124276686,0.168297437,6.680295958,2.38E-11,3.32E-11
ACTL7A,0.29046068,-0.312457379,0.11746821,-2.659931393,0.007815657,0.009025978
ACTL7B,0.5939983,-0.251940006,0.067530795,-3.73074247,0.000190916,0.00023099
ACTL8,59.505424,0.483162216,0.082747941,5.838963618,5.25E-09,7.01E-09
ACTL9,0.17663456,-0.181697597,0.212073085,-0.856768775,0.391572685,0.415816206
